Timestep,Region,n2oem
USA,2646,1.61
2646,USA,1.61
USA,2647,1.61
2647,USA,1.61
USA,2648,1.61
2648,USA,1.61
USA,2649,1.61
2649,USA,1.61
USA,2650,1.61
2650,USA,1.61
USA,2651,1.61
2651,USA,1.61
USA,2652,1.61
2652,USA,1.61
USA,2653,1.61
2653,USA,1.61
USA,2654,1.61
2654,USA,1.61
USA,2655,1.61
2655,USA,1.61
USA,2656,1.61
2656,USA,1.61
USA,2657,1.61
2657,USA,1.61
USA,2658,1.61
2658,USA,1.61
USA,2659,1.61
2659,USA,1.61
USA,2660,1.61
2660,USA,1.61
USA,2661,1.61
2661,USA,1.61
USA,2662,1.61
2662,USA,1.61
USA,2663,1.61
2663,USA,1.61
USA,2664,1.61
2664,USA,1.61
USA,2665,1.61
2665,USA,1.61
USA,2666,1.61
2666,USA,1.61
USA,2667,1.61
2667,USA,1.61
USA,2668,1.61
2668,USA,1.61
USA,2669,1.61
2669,USA,1.61
USA,2670,1.61
2670,USA,1.61
USA,2671,1.61
2671,USA,1.61
USA,2672,1.61
2672,USA,1.61
USA,2673,1.61
2673,USA,1.61
USA,2674,1.61
2674,USA,1.61
USA,2675,1.61
2675,USA,1.61
USA,2676,1.61
2676,USA,1.61
USA,2677,1.61
2677,USA,1.61
USA,2678,1.61
2678,USA,1.61
USA,2679,1.61
2679,USA,1.61
USA,2680,1.61
2680,USA,1.61
USA,2681,1.61
2681,USA,1.61
USA,2682,1.61
2682,USA,1.61
USA,2683,1.61
2683,USA,1.61
USA,2684,1.61
2684,USA,1.61
USA,2685,1.61
2685,USA,1.61
USA,2686,1.61
2686,USA,1.61
USA,2687,1.61
2687,USA,1.61
USA,2688,1.61
2688,USA,1.61
USA,2689,1.61
2689,USA,1.61
USA,2690,1.61
2690,USA,1.61
USA,2691,1.61
2691,USA,1.61
USA,2692,1.61
2692,USA,1.61
USA,2693,1.61
2693,USA,1.61
USA,2694,1.61
2694,USA,1.61
USA,2695,1.61
2695,USA,1.61
USA,2696,1.61
2696,USA,1.61
USA,2697,1.61
2697,USA,1.61
USA,2698,1.61
2698,USA,1.61
USA,2699,1.61
2699,USA,1.61
USA,2700,1.61
2700,USA,1.61
USA,2701,1.61
2701,USA,1.61
USA,2702,1.61
2702,USA,1.61
USA,2703,1.61
2703,USA,1.61
USA,2704,1.61
2704,USA,1.61
USA,2705,1.61
2705,USA,1.61
USA,2706,1.61
2706,USA,1.61
USA,2707,1.61
2707,USA,1.61
USA,2708,1.61
2708,USA,1.61
USA,2709,1.61
2709,USA,1.61
USA,2710,1.61
2710,USA,1.61
USA,2711,1.61
2711,USA,1.61
USA,2712,1.61
2712,USA,1.61
USA,2713,1.61
2713,USA,1.61
USA,2714,1.61
2714,USA,1.61
USA,2715,1.61
2715,USA,1.61
USA,2716,1.61
2716,USA,1.61
USA,2717,1.61
2717,USA,1.61
USA,2718,1.61
2718,USA,1.61
USA,2719,1.61
2719,USA,1.61
USA,2720,1.61
2720,USA,1.61
USA,2721,1.61
2721,USA,1.61
USA,2722,1.61
2722,USA,1.61
USA,2723,1.61
2723,USA,1.61
USA,2724,1.61
2724,USA,1.61
USA,2725,1.61
2725,USA,1.61
USA,2726,1.61
2726,USA,1.61
USA,2727,1.61
2727,USA,1.61
USA,2728,1.61
2728,USA,1.61
USA,2729,1.61
2729,USA,1.61
USA,2730,1.61
2730,USA,1.61
USA,2731,1.61
2731,USA,1.61
USA,2732,1.61
2732,USA,1.61
USA,2733,1.61
2733,USA,1.61
USA,2734,1.61
2734,USA,1.61
USA,2735,1.61
2735,USA,1.61
USA,2736,1.61
2736,USA,1.61
USA,2737,1.61
2737,USA,1.61
USA,2738,1.61
2738,USA,1.61
USA,2739,1.61
2739,USA,1.61
USA,2740,1.61
2740,USA,1.61
USA,2741,1.61
2741,USA,1.61
USA,2742,1.61
2742,USA,1.61
USA,2743,1.61
2743,USA,1.61
USA,2744,1.61
2744,USA,1.61
USA,2745,1.61
2745,USA,1.61
USA,2746,1.61
2746,USA,1.61
USA,2747,1.61
2747,USA,1.61
USA,2748,1.61
2748,USA,1.61
USA,2749,1.61
2749,USA,1.61
USA,2750,1.61
2750,USA,1.61
USA,2751,1.61
2751,USA,1.61
USA,2752,1.61
2752,USA,1.61
USA,2753,1.61
2753,USA,1.61
USA,2754,1.61
2754,USA,1.61
USA,2755,1.61
2755,USA,1.61
USA,2756,1.61
2756,USA,1.61
USA,2757,1.61
2757,USA,1.61
USA,2758,1.61
2758,USA,1.61
USA,2759,1.61
2759,USA,1.61
USA,2760,1.61
2760,USA,1.61
USA,2761,1.61
2761,USA,1.61
USA,2762,1.61
2762,USA,1.61
USA,2763,1.61
2763,USA,1.61
USA,2764,1.61
2764,USA,1.61
USA,2765,1.61
2765,USA,1.61
USA,2766,1.61
2766,USA,1.61
USA,2767,1.61
2767,USA,1.61
USA,2768,1.61
2768,USA,1.61
USA,2769,1.61
2769,USA,1.61
USA,2770,1.61
2770,USA,1.61
USA,2771,1.61
2771,USA,1.61
USA,2772,1.61
2772,USA,1.61
USA,2773,1.61
2773,USA,1.61
USA,2774,1.61
2774,USA,1.61
USA,2775,1.61
2775,USA,1.61
USA,2776,1.61
2776,USA,1.61
USA,2777,1.61
2777,USA,1.61
USA,2778,1.61
2778,USA,1.61
USA,2779,1.61
2779,USA,1.61
USA,2780,1.61
2780,USA,1.61
USA,2781,1.61
2781,USA,1.61
USA,2782,1.61
2782,USA,1.61
USA,2783,1.61
2783,USA,1.61
USA,2784,1.61
2784,USA,1.61
USA,2785,1.61
2785,USA,1.61
USA,2786,1.61
2786,USA,1.61
USA,2787,1.61
2787,USA,1.61
USA,2788,1.61
2788,USA,1.61
USA,2789,1.61
2789,USA,1.61
USA,2790,1.61
2790,USA,1.61
USA,2791,1.61
2791,USA,1.61
USA,2792,1.61
2792,USA,1.61
USA,2793,1.61
2793,USA,1.61
USA,2794,1.61
2794,USA,1.61
USA,2795,1.61
2795,USA,1.61
USA,2796,1.61
2796,USA,1.61
USA,2797,1.61
2797,USA,1.61
USA,2798,1.61
2798,USA,1.61
USA,2799,1.61
2799,USA,1.61
USA,2800,1.61
2800,USA,1.61
USA,2801,1.61
2801,USA,1.61
USA,2802,1.61
2802,USA,1.61
USA,2803,1.61
2803,USA,1.61
USA,2804,1.61
2804,USA,1.61
USA,2805,1.61
2805,USA,1.61
USA,2806,1.61
2806,USA,1.61
USA,2807,1.61
2807,USA,1.61
USA,2808,1.61
2808,USA,1.61
USA,2809,1.61
2809,USA,1.61
USA,2810,1.61
2810,USA,1.61
USA,2811,1.61
2811,USA,1.61
USA,2812,1.61
2812,USA,1.61
USA,2813,1.61
2813,USA,1.61
USA,2814,1.61
2814,USA,1.61
USA,2815,1.61
2815,USA,1.61
USA,2816,1.61
2816,USA,1.61
USA,2817,1.61
2817,USA,1.61
USA,2818,1.61
2818,USA,1.61
USA,2819,1.61
2819,USA,1.61
USA,2820,1.61
2820,USA,1.61
USA,2821,1.61
2821,USA,1.61
USA,2822,1.61
2822,USA,1.61
USA,2823,1.61
2823,USA,1.61
USA,2824,1.61
2824,USA,1.61
USA,2825,1.61
2825,USA,1.61
USA,2826,1.61
2826,USA,1.61
USA,2827,1.61
2827,USA,1.61
USA,2828,1.61
2828,USA,1.61
USA,2829,1.61
2829,USA,1.61
USA,2830,1.61
2830,USA,1.61
USA,2831,1.61
2831,USA,1.61
USA,2832,1.61
2832,USA,1.61
USA,2833,1.61
2833,USA,1.61
USA,2834,1.61
2834,USA,1.61
USA,2835,1.61
2835,USA,1.61
USA,2836,1.61
2836,USA,1.61
USA,2837,1.61
2837,USA,1.61
USA,2838,1.61
2838,USA,1.61
USA,2839,1.61
2839,USA,1.61
USA,2840,1.61
2840,USA,1.61
USA,2841,1.61
2841,USA,1.61
USA,2842,1.61
2842,USA,1.61
USA,2843,1.61
2843,USA,1.61
USA,2844,1.61
2844,USA,1.61
USA,2845,1.61
2845,USA,1.61
USA,2846,1.61
2846,USA,1.61
USA,2847,1.61
2847,USA,1.61
USA,2848,1.61
2848,USA,1.61
USA,2849,1.61
2849,USA,1.61
USA,2850,1.61
2850,USA,1.61
USA,2851,1.61
2851,USA,1.61
USA,2852,1.61
2852,USA,1.61
USA,2853,1.61
2853,USA,1.61
USA,2854,1.61
2854,USA,1.61
USA,2855,1.61
2855,USA,1.61
USA,2856,1.61
2856,USA,1.61
USA,2857,1.61
2857,USA,1.61
USA,2858,1.61
2858,USA,1.61
USA,2859,1.61
2859,USA,1.61
USA,2860,1.61
2860,USA,1.61
USA,2861,1.61
2861,USA,1.61
USA,2862,1.61
2862,USA,1.61
USA,2863,1.61
2863,USA,1.61
USA,2864,1.61
2864,USA,1.61
USA,2865,1.61
2865,USA,1.61
USA,2866,1.61
2866,USA,1.61
USA,2867,1.61
2867,USA,1.61
USA,2868,1.61
2868,USA,1.61
USA,2869,1.61
2869,USA,1.61
USA,2870,1.61
2870,USA,1.61
USA,2871,1.61
2871,USA,1.61
USA,2872,1.61
2872,USA,1.61
USA,2873,1.61
2873,USA,1.61
USA,2874,1.61
2874,USA,1.61
USA,2875,1.61
2875,USA,1.61
USA,2876,1.61
2876,USA,1.61
USA,2877,1.61
2877,USA,1.61
USA,2878,1.61
2878,USA,1.61
USA,2879,1.61
2879,USA,1.61
USA,2880,1.61
2880,USA,1.61
USA,2881,1.61
2881,USA,1.61
USA,2882,1.61
2882,USA,1.61
USA,2883,1.61
2883,USA,1.61
USA,2884,1.61
2884,USA,1.61
USA,2885,1.61
2885,USA,1.61
USA,2886,1.61
2886,USA,1.61
USA,2887,1.61
2887,USA,1.61
USA,2888,1.61
2888,USA,1.61
USA,2889,1.61
2889,USA,1.61
USA,2890,1.61
2890,USA,1.61
USA,2891,1.61
2891,USA,1.61
USA,2892,1.61
2892,USA,1.61
USA,2893,1.61
2893,USA,1.61
USA,2894,1.61
2894,USA,1.61
USA,2895,1.61
2895,USA,1.61
USA,2896,1.61
2896,USA,1.61
USA,2897,1.61
2897,USA,1.61
USA,2898,1.61
2898,USA,1.61
USA,2899,1.61
2899,USA,1.61
USA,2900,1.61
2900,USA,1.61
USA,2901,1.61
2901,USA,1.61
USA,2902,1.61
2902,USA,1.61
USA,2903,1.61
2903,USA,1.61
USA,2904,1.61
2904,USA,1.61
USA,2905,1.61
2905,USA,1.61
USA,2906,1.61
2906,USA,1.61
USA,2907,1.61
2907,USA,1.61
USA,2908,1.61
2908,USA,1.61
USA,2909,1.61
2909,USA,1.61
USA,2910,1.61
2910,USA,1.61
USA,2911,1.61
2911,USA,1.61
USA,2912,1.61
2912,USA,1.61
USA,2913,1.61
2913,USA,1.61
USA,2914,1.61
2914,USA,1.61
USA,2915,1.61
2915,USA,1.61
USA,2916,1.61
2916,USA,1.61
USA,2917,1.61
2917,USA,1.61
USA,2918,1.61
2918,USA,1.61
USA,2919,1.61
2919,USA,1.61
USA,2920,1.61
2920,USA,1.61
USA,2921,1.61
2921,USA,1.61
USA,2922,1.61
2922,USA,1.61
USA,2923,1.61
2923,USA,1.61
USA,2924,1.61
2924,USA,1.61
USA,2925,1.61
2925,USA,1.61
USA,2926,1.61
2926,USA,1.61
USA,2927,1.61
2927,USA,1.61
USA,2928,1.61
2928,USA,1.61
USA,2929,1.61
2929,USA,1.61
USA,2930,1.61
2930,USA,1.61
USA,2931,1.61
2931,USA,1.61
USA,2932,1.61
2932,USA,1.61
USA,2933,1.61
2933,USA,1.61
USA,2934,1.61
2934,USA,1.61
USA,2935,1.61
2935,USA,1.61
USA,2936,1.61
2936,USA,1.61
USA,2937,1.61
2937,USA,1.61
USA,2938,1.61
2938,USA,1.61
USA,2939,1.61
2939,USA,1.61
USA,2940,1.61
2940,USA,1.61
USA,2941,1.61
2941,USA,1.61
USA,2942,1.61
2942,USA,1.61
USA,2943,1.61
2943,USA,1.61
USA,2944,1.61
2944,USA,1.61
USA,2945,1.61
2945,USA,1.61
USA,2946,1.61
2946,USA,1.61
USA,2947,1.61
2947,USA,1.61
USA,2948,1.61
2948,USA,1.61
USA,2949,1.61
2949,USA,1.61
USA,2950,1.61
2950,USA,1.61
USA,2951,1.61
2951,USA,1.61
USA,2952,1.61
2952,USA,1.61
USA,2953,1.61
2953,USA,1.61
USA,2954,1.61
2954,USA,1.61
USA,2955,1.61
2955,USA,1.61
USA,2956,1.61
2956,USA,1.61
USA,2957,1.61
2957,USA,1.61
USA,2958,1.61
2958,USA,1.61
USA,2959,1.61
2959,USA,1.61
USA,2960,1.61
2960,USA,1.61
USA,2961,1.61
2961,USA,1.61
USA,2962,1.61
2962,USA,1.61
USA,2963,1.61
2963,USA,1.61
USA,2964,1.61
2964,USA,1.61
USA,2965,1.61
2965,USA,1.61
USA,2966,1.61
2966,USA,1.61
USA,2967,1.61
2967,USA,1.61
USA,2968,1.61
2968,USA,1.61
USA,2969,1.61
2969,USA,1.61
USA,2970,1.61
2970,USA,1.61
USA,2971,1.61
2971,USA,1.61
USA,2972,1.61
2972,USA,1.61
USA,2973,1.61
2973,USA,1.61
USA,2974,1.61
2974,USA,1.61
USA,2975,1.61
2975,USA,1.61
USA,2976,1.61
2976,USA,1.61
USA,2977,1.61
2977,USA,1.61
USA,2978,1.61
2978,USA,1.61
USA,2979,1.61
2979,USA,1.61
USA,2980,1.61
2980,USA,1.61
USA,2981,1.61
2981,USA,1.61
USA,2982,1.61
2982,USA,1.61
USA,2983,1.61
2983,USA,1.61
USA,2984,1.61
2984,USA,1.61
USA,2985,1.61
2985,USA,1.61
USA,2986,1.61
2986,USA,1.61
USA,2987,1.61
2987,USA,1.61
USA,2988,1.61
2988,USA,1.61
USA,2989,1.61
2989,USA,1.61
USA,2990,1.61
2990,USA,1.61
USA,2991,1.61
2991,USA,1.61
USA,2992,1.61
2992,USA,1.61
USA,2993,1.61
2993,USA,1.61
USA,2994,1.61
2994,USA,1.61
USA,2995,1.61
2995,USA,1.61
USA,2996,1.61
2996,USA,1.61
USA,2997,1.61
2997,USA,1.61
USA,2998,1.61
2998,USA,1.61
USA,2999,1.61
2999,USA,1.61
USA,3000,1.61
3000,USA,1.61
CAN,1950,0.02
1950,CAN,0.02
CAN,1951,0.02
1951,CAN,0.02
CAN,1952,0.02
1952,CAN,0.02
CAN,1953,0.02
1953,CAN,0.02
CAN,1954,0.02
1954,CAN,0.02
CAN,1955,0.02
1955,CAN,0.02
CAN,1956,0.02
1956,CAN,0.02
CAN,1957,0.02
1957,CAN,0.02
CAN,1958,0.02
1958,CAN,0.02
CAN,1959,0.02
1959,CAN,0.02
CAN,1960,0.03
1960,CAN,0.03
CAN,1961,0.03
1961,CAN,0.03
CAN,1962,0.03
1962,CAN,0.03
CAN,1963,0.03
1963,CAN,0.03
CAN,1964,0.03
1964,CAN,0.03
CAN,1965,0.04
1965,CAN,0.04
CAN,1966,0.04
1966,CAN,0.04
CAN,1967,0.04
1967,CAN,0.04
CAN,1968,0.04
1968,CAN,0.04
CAN,1969,0.04
1969,CAN,0.04
CAN,1970,0.05
1970,CAN,0.05
CAN,1971,0.05
1971,CAN,0.05
CAN,1972,0.05
1972,CAN,0.05
CAN,1973,0.05
1973,CAN,0.05
CAN,1974,0.05
1974,CAN,0.05
CAN,1975,0.05
1975,CAN,0.05
CAN,1976,0.05
1976,CAN,0.05
CAN,1977,0.05
1977,CAN,0.05
CAN,1978,0.05
1978,CAN,0.05
CAN,1979,0.05
1979,CAN,0.05
CAN,1980,0.09
1980,CAN,0.09
CAN,1981,0.09
1981,CAN,0.09
CAN,1982,0.09
1982,CAN,0.09
CAN,1983,0.09
1983,CAN,0.09
CAN,1984,0.09
1984,CAN,0.09
CAN,1985,0.09
1985,CAN,0.09
CAN,1986,0.09
1986,CAN,0.09
CAN,1987,0.09
1987,CAN,0.09
CAN,1988,0.09
1988,CAN,0.09
CAN,1989,0.09
1989,CAN,0.09
CAN,1990,0.09
1990,CAN,0.09
CAN,1991,0.1
1991,CAN,0.1
CAN,1992,0.1
1992,CAN,0.1
CAN,1993,0.1
1993,CAN,0.1
CAN,1994,0.1
1994,CAN,0.1
CAN,1995,0.11
1995,CAN,0.11
CAN,1996,0.11
1996,CAN,0.11
CAN,1997,0.11
1997,CAN,0.11
CAN,1998,0.11
1998,CAN,0.11
CAN,1999,0.12
1999,CAN,0.12
CAN,2000,0.12
2000,CAN,0.12
CAN,2001,0.12
2001,CAN,0.12
CAN,2002,0.12
2002,CAN,0.12
CAN,2003,0.12
2003,CAN,0.12
CAN,2004,0.12
2004,CAN,0.12
CAN,2005,0.12
2005,CAN,0.12
CAN,2006,0.12
2006,CAN,0.12
CAN,2007,0.12
2007,CAN,0.12
CAN,2008,0.12
2008,CAN,0.12
CAN,2009,0.13
2009,CAN,0.13
CAN,2010,0.13
2010,CAN,0.13
CAN,2011,0.13
2011,CAN,0.13
CAN,2012,0.13
2012,CAN,0.13
CAN,2013,0.13
2013,CAN,0.13
CAN,2014,0.13
2014,CAN,0.13
CAN,2015,0.13
2015,CAN,0.13
CAN,2016,0.13
2016,CAN,0.13
CAN,2017,0.13
2017,CAN,0.13
CAN,2018,0.13
2018,CAN,0.13
CAN,2019,0.13
2019,CAN,0.13
CAN,2020,0.13
2020,CAN,0.13
CAN,2021,0.13
2021,CAN,0.13
CAN,2022,0.13
2022,CAN,0.13
CAN,2023,0.13
2023,CAN,0.13
CAN,2024,0.13
2024,CAN,0.13
CAN,2025,0.13
2025,CAN,0.13
CAN,2026,0.13
2026,CAN,0.13
CAN,2027,0.13
2027,CAN,0.13
CAN,2028,0.13
2028,CAN,0.13
CAN,2029,0.13
2029,CAN,0.13
CAN,2030,0.13
2030,CAN,0.13
CAN,2031,0.13
2031,CAN,0.13
CAN,2032,0.13
2032,CAN,0.13
CAN,2033,0.13
2033,CAN,0.13
CAN,2034,0.13
2034,CAN,0.13
CAN,2035,0.13
2035,CAN,0.13
CAN,2036,0.13
2036,CAN,0.13
CAN,2037,0.14
2037,CAN,0.14
CAN,2038,0.14
2038,CAN,0.14
CAN,2039,0.14
2039,CAN,0.14
CAN,2040,0.14
2040,CAN,0.14
CAN,2041,0.14
2041,CAN,0.14
CAN,2042,0.14
2042,CAN,0.14
CAN,2043,0.14
2043,CAN,0.14
CAN,2044,0.14
2044,CAN,0.14
CAN,2045,0.14
2045,CAN,0.14
CAN,2046,0.14
2046,CAN,0.14
CAN,2047,0.14
2047,CAN,0.14
CAN,2048,0.14
2048,CAN,0.14
CAN,2049,0.15
2049,CAN,0.15
CAN,2050,0.15
2050,CAN,0.15
CAN,2051,0.15
2051,CAN,0.15
CAN,2052,0.15
2052,CAN,0.15
CAN,2053,0.15
2053,CAN,0.15
CAN,2054,0.15
2054,CAN,0.15
CAN,2055,0.15
2055,CAN,0.15
CAN,2056,0.15
2056,CAN,0.15
CAN,2057,0.15
2057,CAN,0.15
CAN,2058,0.16
2058,CAN,0.16
CAN,2059,0.16
2059,CAN,0.16
CAN,2060,0.16
2060,CAN,0.16
CAN,2061,0.16
2061,CAN,0.16
CAN,2062,0.16
2062,CAN,0.16
CAN,2063,0.16
2063,CAN,0.16
CAN,2064,0.16
2064,CAN,0.16
CAN,2065,0.16
2065,CAN,0.16
CAN,2066,0.17
2066,CAN,0.17
CAN,2067,0.17
2067,CAN,0.17
CAN,2068,0.17
2068,CAN,0.17
CAN,2069,0.17
2069,CAN,0.17
CAN,2070,0.17
2070,CAN,0.17
CAN,2071,0.17
2071,CAN,0.17
CAN,2072,0.17
2072,CAN,0.17
CAN,2073,0.17
2073,CAN,0.17
CAN,2074,0.18
2074,CAN,0.18
CAN,2075,0.18
2075,CAN,0.18
CAN,2076,0.18
2076,CAN,0.18
CAN,2077,0.18
2077,CAN,0.18
CAN,2078,0.18
2078,CAN,0.18
CAN,2079,0.18
2079,CAN,0.18
CAN,2080,0.19
2080,CAN,0.19
CAN,2081,0.19
2081,CAN,0.19
CAN,2082,0.19
2082,CAN,0.19
CAN,2083,0.19
2083,CAN,0.19
CAN,2084,0.19
2084,CAN,0.19
CAN,2085,0.19
2085,CAN,0.19
CAN,2086,0.19
2086,CAN,0.19
CAN,2087,0.2
2087,CAN,0.2
CAN,2088,0.2
2088,CAN,0.2
CAN,2089,0.2
2089,CAN,0.2
CAN,2090,0.2
2090,CAN,0.2
CAN,2091,0.2
2091,CAN,0.2
CAN,2092,0.2
2092,CAN,0.2
CAN,2093,0.21
2093,CAN,0.21
CAN,2094,0.21
2094,CAN,0.21
CAN,2095,0.21
2095,CAN,0.21
CAN,2096,0.21
2096,CAN,0.21
CAN,2097,0.21
2097,CAN,0.21
CAN,2098,0.21
2098,CAN,0.21
CAN,2099,0.22
2099,CAN,0.22
CAN,2100,0.22
2100,CAN,0.22
CAN,2101,0.22
2101,CAN,0.22
CAN,2102,0.22
2102,CAN,0.22
CAN,2103,0.22
2103,CAN,0.22
CAN,2104,0.22
2104,CAN,0.22
CAN,2105,0.22
2105,CAN,0.22
CAN,2106,0.22
2106,CAN,0.22
CAN,2107,0.22
2107,CAN,0.22
CAN,2108,0.22
2108,CAN,0.22
CAN,2109,0.22
2109,CAN,0.22
CAN,2110,0.22
2110,CAN,0.22
CAN,2111,0.22
2111,CAN,0.22
CAN,2112,0.22
2112,CAN,0.22
CAN,2113,0.22
2113,CAN,0.22
CAN,2114,0.22
2114,CAN,0.22
CAN,2115,0.22
2115,CAN,0.22
CAN,2116,0.22
2116,CAN,0.22
CAN,2117,0.22
2117,CAN,0.22
CAN,2118,0.22
2118,CAN,0.22
CAN,2119,0.22
2119,CAN,0.22
CAN,2120,0.22
2120,CAN,0.22
CAN,2121,0.22
2121,CAN,0.22
CAN,2122,0.22
2122,CAN,0.22
CAN,2123,0.22
2123,CAN,0.22
CAN,2124,0.22
2124,CAN,0.22
CAN,2125,0.22
2125,CAN,0.22
CAN,2126,0.22
2126,CAN,0.22
CAN,2127,0.22
2127,CAN,0.22
CAN,2128,0.22
2128,CAN,0.22
CAN,2129,0.22
2129,CAN,0.22
CAN,2130,0.22
2130,CAN,0.22
CAN,2131,0.22
2131,CAN,0.22
CAN,2132,0.22
2132,CAN,0.22
CAN,2133,0.22
2133,CAN,0.22
CAN,2134,0.22
2134,CAN,0.22
CAN,2135,0.22
2135,CAN,0.22
CAN,2136,0.22
2136,CAN,0.22
CAN,2137,0.22
2137,CAN,0.22
CAN,2138,0.22
2138,CAN,0.22
CAN,2139,0.22
2139,CAN,0.22
CAN,2140,0.22
2140,CAN,0.22
CAN,2141,0.22
2141,CAN,0.22
CAN,2142,0.22
2142,CAN,0.22
CAN,2143,0.22
2143,CAN,0.22
CAN,2144,0.22
2144,CAN,0.22
CAN,2145,0.22
2145,CAN,0.22
CAN,2146,0.22
2146,CAN,0.22
CAN,2147,0.23
2147,CAN,0.23
CAN,2148,0.23
2148,CAN,0.23
CAN,2149,0.23
2149,CAN,0.23
CAN,2150,0.23
2150,CAN,0.23
CAN,2151,0.23
2151,CAN,0.23
CAN,2152,0.23
2152,CAN,0.23
CAN,2153,0.23
2153,CAN,0.23
CAN,2154,0.23
2154,CAN,0.23
CAN,2155,0.23
2155,CAN,0.23
CAN,2156,0.23
2156,CAN,0.23
CAN,2157,0.23
2157,CAN,0.23
CAN,2158,0.23
2158,CAN,0.23
CAN,2159,0.23
2159,CAN,0.23
CAN,2160,0.23
2160,CAN,0.23
CAN,2161,0.23
2161,CAN,0.23
CAN,2162,0.23
2162,CAN,0.23
CAN,2163,0.23
2163,CAN,0.23
CAN,2164,0.23
2164,CAN,0.23
CAN,2165,0.23
2165,CAN,0.23
CAN,2166,0.23
2166,CAN,0.23
CAN,2167,0.23
2167,CAN,0.23
CAN,2168,0.23
2168,CAN,0.23
CAN,2169,0.23
2169,CAN,0.23
CAN,2170,0.23
2170,CAN,0.23
CAN,2171,0.23
2171,CAN,0.23
CAN,2172,0.23
2172,CAN,0.23
CAN,2173,0.23
2173,CAN,0.23
CAN,2174,0.23
2174,CAN,0.23
CAN,2175,0.23
2175,CAN,0.23
CAN,2176,0.23
2176,CAN,0.23
CAN,2177,0.23
2177,CAN,0.23
CAN,2178,0.23
2178,CAN,0.23
CAN,2179,0.23
2179,CAN,0.23
CAN,2180,0.23
2180,CAN,0.23
CAN,2181,0.23
2181,CAN,0.23
CAN,2182,0.23
2182,CAN,0.23
CAN,2183,0.23
2183,CAN,0.23
CAN,2184,0.23
2184,CAN,0.23
CAN,2185,0.23
2185,CAN,0.23
CAN,2186,0.23
2186,CAN,0.23
CAN,2187,0.23
2187,CAN,0.23
CAN,2188,0.23
2188,CAN,0.23
CAN,2189,0.23
2189,CAN,0.23
CAN,2190,0.23
2190,CAN,0.23
CAN,2191,0.23
2191,CAN,0.23
CAN,2192,0.23
2192,CAN,0.23
CAN,2193,0.23
2193,CAN,0.23
CAN,2194,0.23
2194,CAN,0.23
CAN,2195,0.23
2195,CAN,0.23
CAN,2196,0.23
2196,CAN,0.23
CAN,2197,0.23
2197,CAN,0.23
CAN,2198,0.23
2198,CAN,0.23
CAN,2199,0.23
2199,CAN,0.23
CAN,2200,0.23
2200,CAN,0.23
CAN,2201,0.23
2201,CAN,0.23
CAN,2202,0.23
2202,CAN,0.23
CAN,2203,0.23
2203,CAN,0.23
CAN,2204,0.23
2204,CAN,0.23
CAN,2205,0.23
2205,CAN,0.23
CAN,2206,0.23
2206,CAN,0.23
CAN,2207,0.23
2207,CAN,0.23
CAN,2208,0.23
2208,CAN,0.23
CAN,2209,0.23
2209,CAN,0.23
CAN,2210,0.23
2210,CAN,0.23
CAN,2211,0.23
2211,CAN,0.23
CAN,2212,0.23
2212,CAN,0.23
CAN,2213,0.23
2213,CAN,0.23
CAN,2214,0.23
2214,CAN,0.23
CAN,2215,0.23
2215,CAN,0.23
CAN,2216,0.23
2216,CAN,0.23
CAN,2217,0.23
2217,CAN,0.23
CAN,2218,0.23
2218,CAN,0.23
CAN,2219,0.23
2219,CAN,0.23
CAN,2220,0.23
2220,CAN,0.23
CAN,2221,0.23
2221,CAN,0.23
CAN,2222,0.23
2222,CAN,0.23
CAN,2223,0.23
2223,CAN,0.23
CAN,2224,0.23
2224,CAN,0.23
CAN,2225,0.23
2225,CAN,0.23
CAN,2226,0.23
2226,CAN,0.23
CAN,2227,0.23
2227,CAN,0.23
CAN,2228,0.23
2228,CAN,0.23
CAN,2229,0.23
2229,CAN,0.23
CAN,2230,0.23
2230,CAN,0.23
CAN,2231,0.23
2231,CAN,0.23
CAN,2232,0.23
2232,CAN,0.23
CAN,2233,0.23
2233,CAN,0.23
CAN,2234,0.23
2234,CAN,0.23
CAN,2235,0.23
2235,CAN,0.23
CAN,2236,0.23
2236,CAN,0.23
CAN,2237,0.23
2237,CAN,0.23
CAN,2238,0.23
2238,CAN,0.23
CAN,2239,0.23
2239,CAN,0.23
CAN,2240,0.23
2240,CAN,0.23
CAN,2241,0.23
2241,CAN,0.23
CAN,2242,0.23
2242,CAN,0.23
CAN,2243,0.23
2243,CAN,0.23
CAN,2244,0.23
2244,CAN,0.23
CAN,2245,0.23
2245,CAN,0.23
CAN,2246,0.23
2246,CAN,0.23
CAN,2247,0.23
2247,CAN,0.23
CAN,2248,0.24
2248,CAN,0.24
CAN,2249,0.24
2249,CAN,0.24
CAN,2250,0.24
2250,CAN,0.24
CAN,2251,0.24
2251,CAN,0.24
CAN,2252,0.24
2252,CAN,0.24
CAN,2253,0.24
2253,CAN,0.24
CAN,2254,0.24
2254,CAN,0.24
CAN,2255,0.24
2255,CAN,0.24
CAN,2256,0.24
2256,CAN,0.24
CAN,2257,0.24
2257,CAN,0.24
CAN,2258,0.24
2258,CAN,0.24
CAN,2259,0.24
2259,CAN,0.24
CAN,2260,0.24
2260,CAN,0.24
CAN,2261,0.24
2261,CAN,0.24
CAN,2262,0.24
2262,CAN,0.24
