Timestep,Region,pgrowth
2789,USA,0
USA,2790,0
2790,USA,0
USA,2791,0
2791,USA,0
USA,2792,0
2792,USA,0
USA,2793,0
2793,USA,0
USA,2794,0
2794,USA,0
USA,2795,0
2795,USA,0
USA,2796,0
2796,USA,0
USA,2797,0
2797,USA,0
USA,2798,0
2798,USA,0
USA,2799,0
2799,USA,0
USA,2800,0
2800,USA,0
USA,2801,0
2801,USA,0
USA,2802,0
2802,USA,0
USA,2803,0
2803,USA,0
USA,2804,0
2804,USA,0
USA,2805,0
2805,USA,0
USA,2806,0
2806,USA,0
USA,2807,0
2807,USA,0
USA,2808,0
2808,USA,0
USA,2809,0
2809,USA,0
USA,2810,0
2810,USA,0
USA,2811,0
2811,USA,0
USA,2812,0
2812,USA,0
USA,2813,0
2813,USA,0
USA,2814,0
2814,USA,0
USA,2815,0
2815,USA,0
USA,2816,0
2816,USA,0
USA,2817,0
2817,USA,0
USA,2818,0
2818,USA,0
USA,2819,0
2819,USA,0
USA,2820,0
2820,USA,0
USA,2821,0
2821,USA,0
USA,2822,0
2822,USA,0
USA,2823,0
2823,USA,0
USA,2824,0
2824,USA,0
USA,2825,0
2825,USA,0
USA,2826,0
2826,USA,0
USA,2827,0
2827,USA,0
USA,2828,0
2828,USA,0
USA,2829,0
2829,USA,0
USA,2830,0
2830,USA,0
USA,2831,0
2831,USA,0
USA,2832,0
2832,USA,0
USA,2833,0
2833,USA,0
USA,2834,0
2834,USA,0
USA,2835,0
2835,USA,0
USA,2836,0
2836,USA,0
USA,2837,0
2837,USA,0
USA,2838,0
2838,USA,0
USA,2839,0
2839,USA,0
USA,2840,0
2840,USA,0
USA,2841,0
2841,USA,0
USA,2842,0
2842,USA,0
USA,2843,0
2843,USA,0
USA,2844,0
2844,USA,0
USA,2845,0
2845,USA,0
USA,2846,0
2846,USA,0
USA,2847,0
2847,USA,0
USA,2848,0
2848,USA,0
USA,2849,0
2849,USA,0
USA,2850,0
2850,USA,0
USA,2851,0
2851,USA,0
USA,2852,0
2852,USA,0
USA,2853,0
2853,USA,0
USA,2854,0
2854,USA,0
USA,2855,0
2855,USA,0
USA,2856,0
2856,USA,0
USA,2857,0
2857,USA,0
USA,2858,0
2858,USA,0
USA,2859,0
2859,USA,0
USA,2860,0
2860,USA,0
USA,2861,0
2861,USA,0
USA,2862,0
2862,USA,0
USA,2863,0
2863,USA,0
USA,2864,0
2864,USA,0
USA,2865,0
2865,USA,0
USA,2866,0
2866,USA,0
USA,2867,0
2867,USA,0
USA,2868,0
2868,USA,0
USA,2869,0
2869,USA,0
USA,2870,0
2870,USA,0
USA,2871,0
2871,USA,0
USA,2872,0
2872,USA,0
USA,2873,0
2873,USA,0
USA,2874,0
2874,USA,0
USA,2875,0
2875,USA,0
USA,2876,0
2876,USA,0
USA,2877,0
2877,USA,0
USA,2878,0
2878,USA,0
USA,2879,0
2879,USA,0
USA,2880,0
2880,USA,0
USA,2881,0
2881,USA,0
USA,2882,0
2882,USA,0
USA,2883,0
2883,USA,0
USA,2884,0
2884,USA,0
USA,2885,0
2885,USA,0
USA,2886,0
2886,USA,0
USA,2887,0
2887,USA,0
USA,2888,0
2888,USA,0
USA,2889,0
2889,USA,0
USA,2890,0
2890,USA,0
USA,2891,0
2891,USA,0
USA,2892,0
2892,USA,0
USA,2893,0
2893,USA,0
USA,2894,0
2894,USA,0
USA,2895,0
2895,USA,0
USA,2896,0
2896,USA,0
USA,2897,0
2897,USA,0
USA,2898,0
2898,USA,0
USA,2899,0
2899,USA,0
USA,2900,0
2900,USA,0
USA,2901,0
2901,USA,0
USA,2902,0
2902,USA,0
USA,2903,0
2903,USA,0
USA,2904,0
2904,USA,0
USA,2905,0
2905,USA,0
USA,2906,0
2906,USA,0
USA,2907,0
2907,USA,0
USA,2908,0
2908,USA,0
USA,2909,0
2909,USA,0
USA,2910,0
2910,USA,0
USA,2911,0
2911,USA,0
USA,2912,0
2912,USA,0
USA,2913,0
2913,USA,0
USA,2914,0
2914,USA,0
USA,2915,0
2915,USA,0
USA,2916,0
2916,USA,0
USA,2917,0
2917,USA,0
USA,2918,0
2918,USA,0
USA,2919,0
2919,USA,0
USA,2920,0
2920,USA,0
USA,2921,0
2921,USA,0
USA,2922,0
2922,USA,0
USA,2923,0
2923,USA,0
USA,2924,0
2924,USA,0
USA,2925,0
2925,USA,0
USA,2926,0
2926,USA,0
USA,2927,0
2927,USA,0
USA,2928,0
2928,USA,0
USA,2929,0
2929,USA,0
USA,2930,0
2930,USA,0
USA,2931,0
2931,USA,0
USA,2932,0
2932,USA,0
USA,2933,0
2933,USA,0
USA,2934,0
2934,USA,0
USA,2935,0
2935,USA,0
USA,2936,0
2936,USA,0
USA,2937,0
2937,USA,0
USA,2938,0
2938,USA,0
USA,2939,0
2939,USA,0
USA,2940,0
2940,USA,0
USA,2941,0
2941,USA,0
USA,2942,0
2942,USA,0
USA,2943,0
2943,USA,0
USA,2944,0
2944,USA,0
USA,2945,0
2945,USA,0
USA,2946,0
2946,USA,0
USA,2947,0
2947,USA,0
USA,2948,0
2948,USA,0
USA,2949,0
2949,USA,0
USA,2950,0
2950,USA,0
USA,2951,0
2951,USA,0
USA,2952,0
2952,USA,0
USA,2953,0
2953,USA,0
USA,2954,0
2954,USA,0
USA,2955,0
2955,USA,0
USA,2956,0
2956,USA,0
USA,2957,0
2957,USA,0
USA,2958,0
2958,USA,0
USA,2959,0
2959,USA,0
USA,2960,0
2960,USA,0
USA,2961,0
2961,USA,0
USA,2962,0
2962,USA,0
USA,2963,0
2963,USA,0
USA,2964,0
2964,USA,0
USA,2965,0
2965,USA,0
USA,2966,0
2966,USA,0
USA,2967,0
2967,USA,0
USA,2968,0
2968,USA,0
USA,2969,0
2969,USA,0
USA,2970,0
2970,USA,0
USA,2971,0
2971,USA,0
USA,2972,0
2972,USA,0
USA,2973,0
2973,USA,0
USA,2974,0
2974,USA,0
USA,2975,0
2975,USA,0
USA,2976,0
2976,USA,0
USA,2977,0
2977,USA,0
USA,2978,0
2978,USA,0
USA,2979,0
2979,USA,0
USA,2980,0
2980,USA,0
USA,2981,0
2981,USA,0
USA,2982,0
2982,USA,0
USA,2983,0
2983,USA,0
USA,2984,0
2984,USA,0
USA,2985,0
2985,USA,0
USA,2986,0
2986,USA,0
USA,2987,0
2987,USA,0
USA,2988,0
2988,USA,0
USA,2989,0
2989,USA,0
USA,2990,0
2990,USA,0
USA,2991,0
2991,USA,0
USA,2992,0
2992,USA,0
USA,2993,0
2993,USA,0
USA,2994,0
2994,USA,0
USA,2995,0
2995,USA,0
USA,2996,0
2996,USA,0
USA,2997,0
2997,USA,0
USA,2998,0
2998,USA,0
USA,2999,0
2999,USA,0
USA,3000,0
3000,USA,0
CAN,1950,2.688
1950,CAN,2.688
CAN,1951,2.688
1951,CAN,2.688
CAN,1952,2.688
1952,CAN,2.688
CAN,1953,2.688
1953,CAN,2.688
CAN,1954,2.688
1954,CAN,2.688
CAN,1955,2.688
1955,CAN,2.688
CAN,1956,2.688
1956,CAN,2.688
CAN,1957,2.688
1957,CAN,2.688
CAN,1958,2.688
1958,CAN,2.688
CAN,1959,2.688
1959,CAN,2.688
CAN,1960,1.761
1960,CAN,1.761
CAN,1961,1.761
1961,CAN,1.761
CAN,1962,1.761
1962,CAN,1.761
CAN,1963,1.761
1963,CAN,1.761
CAN,1964,1.761
1964,CAN,1.761
CAN,1965,1.761
1965,CAN,1.761
CAN,1966,1.761
1966,CAN,1.761
CAN,1967,1.761
1967,CAN,1.761
CAN,1968,1.761
1968,CAN,1.761
CAN,1969,1.761
1969,CAN,1.761
CAN,1970,1.436
1970,CAN,1.436
CAN,1971,1.436
1971,CAN,1.436
CAN,1972,1.436
1972,CAN,1.436
CAN,1973,1.436
1973,CAN,1.436
CAN,1974,1.436
1974,CAN,1.436
CAN,1975,1.436
1975,CAN,1.436
CAN,1976,1.436
1976,CAN,1.436
CAN,1977,1.436
1977,CAN,1.436
CAN,1978,1.436
1978,CAN,1.436
CAN,1979,1.436
1979,CAN,1.436
CAN,1980,1.23
1980,CAN,1.23
CAN,1981,1.23
1981,CAN,1.23
CAN,1982,1.23
1982,CAN,1.23
CAN,1983,1.23
1983,CAN,1.23
CAN,1984,1.23
1984,CAN,1.23
CAN,1985,1.23
1985,CAN,1.23
CAN,1986,1.23
1986,CAN,1.23
CAN,1987,1.23
1987,CAN,1.23
CAN,1988,1.23
1988,CAN,1.23
CAN,1989,1.23
1989,CAN,1.23
CAN,1990,1.281
1990,CAN,1.281
CAN,1991,1.281
1991,CAN,1.281
CAN,1992,1.281
1992,CAN,1.281
CAN,1993,1.281
1993,CAN,1.281
CAN,1994,1.281
1994,CAN,1.281
CAN,1995,1.012
1995,CAN,1.012
CAN,1996,1.012
1996,CAN,1.012
CAN,1997,1.012
1997,CAN,1.012
CAN,1998,1.012
1998,CAN,1.012
CAN,1999,1.012
1999,CAN,1.012
CAN,2000,0.943
2000,CAN,0.943
CAN,2001,0.873
2001,CAN,0.873
CAN,2002,0.804
2002,CAN,0.804
CAN,2003,0.735
2003,CAN,0.735
CAN,2004,0.666
2004,CAN,0.666
CAN,2005,0.596
2005,CAN,0.596
CAN,2006,0.527
2006,CAN,0.527
CAN,2007,0.458
2007,CAN,0.458
CAN,2008,0.389
2008,CAN,0.389
CAN,2009,0.319
2009,CAN,0.319
CAN,2010,0.25
2010,CAN,0.25
CAN,2011,0.23
2011,CAN,0.23
CAN,2012,0.21
2012,CAN,0.21
CAN,2013,0.19
2013,CAN,0.19
CAN,2014,0.17
2014,CAN,0.17
CAN,2015,0.15
2015,CAN,0.15
CAN,2016,0.13
2016,CAN,0.13
CAN,2017,0.11
2017,CAN,0.11
CAN,2018,0.09
2018,CAN,0.09
CAN,2019,0.07
2019,CAN,0.07
CAN,2020,0.05
2020,CAN,0.05
CAN,2021,0.045
2021,CAN,0.045
CAN,2022,0.04
2022,CAN,0.04
CAN,2023,0.035
2023,CAN,0.035
CAN,2024,0.03
2024,CAN,0.03
CAN,2025,0.025
2025,CAN,0.025
CAN,2026,0.02
2026,CAN,0.02
CAN,2027,0.015
2027,CAN,0.015
CAN,2028,0.01
2028,CAN,0.01
CAN,2029,0.005
2029,CAN,0.005
CAN,2030,0
2030,CAN,0
CAN,2031,0
2031,CAN,0
CAN,2032,0
2032,CAN,0
CAN,2033,0
2033,CAN,0
CAN,2034,0
2034,CAN,0
CAN,2035,0
2035,CAN,0
CAN,2036,0
2036,CAN,0
CAN,2037,0
2037,CAN,0
CAN,2038,0
2038,CAN,0
CAN,2039,0
2039,CAN,0
CAN,2040,0
2040,CAN,0
CAN,2041,-0.005
2041,CAN,-0.005
CAN,2042,-0.01
2042,CAN,-0.01
CAN,2043,-0.015
2043,CAN,-0.015
CAN,2044,-0.02
2044,CAN,-0.02
CAN,2045,-0.025
2045,CAN,-0.025
CAN,2046,-0.03
2046,CAN,-0.03
CAN,2047,-0.035
2047,CAN,-0.035
CAN,2048,-0.04
2048,CAN,-0.04
CAN,2049,-0.045
2049,CAN,-0.045
CAN,2050,-0.05
2050,CAN,-0.05
CAN,2051,-0.05
2051,CAN,-0.05
CAN,2052,-0.05
2052,CAN,-0.05
CAN,2053,-0.05
2053,CAN,-0.05
CAN,2054,-0.05
2054,CAN,-0.05
CAN,2055,-0.05
2055,CAN,-0.05
CAN,2056,-0.05
2056,CAN,-0.05
CAN,2057,-0.05
2057,CAN,-0.05
CAN,2058,-0.05
2058,CAN,-0.05
CAN,2059,-0.05
2059,CAN,-0.05
CAN,2060,-0.05
2060,CAN,-0.05
CAN,2061,-0.05
2061,CAN,-0.05
CAN,2062,-0.05
2062,CAN,-0.05
CAN,2063,-0.05
2063,CAN,-0.05
CAN,2064,-0.05
2064,CAN,-0.05
CAN,2065,-0.05
2065,CAN,-0.05
CAN,2066,-0.05
2066,CAN,-0.05
CAN,2067,-0.05
2067,CAN,-0.05
CAN,2068,-0.05
2068,CAN,-0.05
CAN,2069,-0.05
2069,CAN,-0.05
CAN,2070,-0.05
2070,CAN,-0.05
CAN,2071,-0.045
2071,CAN,-0.045
CAN,2072,-0.04
2072,CAN,-0.04
CAN,2073,-0.035
2073,CAN,-0.035
CAN,2074,-0.03
2074,CAN,-0.03
CAN,2075,-0.025
2075,CAN,-0.025
CAN,2076,-0.02
2076,CAN,-0.02
CAN,2077,-0.015
2077,CAN,-0.015
CAN,2078,-0.01
2078,CAN,-0.01
CAN,2079,-0.005
2079,CAN,-0.005
CAN,2080,0
2080,CAN,0
CAN,2081,0
2081,CAN,0
CAN,2082,0
2082,CAN,0
CAN,2083,0
2083,CAN,0
CAN,2084,0
2084,CAN,0
CAN,2085,0
2085,CAN,0
CAN,2086,0
2086,CAN,0
CAN,2087,0
2087,CAN,0
CAN,2088,0
2088,CAN,0
CAN,2089,0
2089,CAN,0
CAN,2090,0
2090,CAN,0
CAN,2091,0
2091,CAN,0
CAN,2092,0
2092,CAN,0
CAN,2093,0
2093,CAN,0
CAN,2094,0
2094,CAN,0
CAN,2095,0
2095,CAN,0
CAN,2096,0
2096,CAN,0
CAN,2097,0
2097,CAN,0
CAN,2098,0
2098,CAN,0
CAN,2099,0
2099,CAN,0
CAN,2100,0
2100,CAN,0
CAN,2101,0
2101,CAN,0
CAN,2102,0
2102,CAN,0
CAN,2103,0
2103,CAN,0
CAN,2104,0
2104,CAN,0
CAN,2105,0
2105,CAN,0
CAN,2106,0
2106,CAN,0
CAN,2107,0
2107,CAN,0
CAN,2108,0
2108,CAN,0
CAN,2109,0
2109,CAN,0
CAN,2110,0
2110,CAN,0
CAN,2111,0
2111,CAN,0
CAN,2112,0
2112,CAN,0
CAN,2113,0
2113,CAN,0
CAN,2114,0
2114,CAN,0
CAN,2115,0
2115,CAN,0
CAN,2116,0
2116,CAN,0
CAN,2117,0
2117,CAN,0
CAN,2118,0
2118,CAN,0
CAN,2119,0
2119,CAN,0
CAN,2120,0
2120,CAN,0
CAN,2121,0
2121,CAN,0
CAN,2122,0
2122,CAN,0
CAN,2123,0
2123,CAN,0
CAN,2124,0
2124,CAN,0
CAN,2125,0
2125,CAN,0
CAN,2126,0
2126,CAN,0
CAN,2127,0
2127,CAN,0
CAN,2128,0
2128,CAN,0
CAN,2129,0
2129,CAN,0
CAN,2130,0
2130,CAN,0
CAN,2131,0
2131,CAN,0
CAN,2132,0
2132,CAN,0
CAN,2133,0
2133,CAN,0
CAN,2134,0
2134,CAN,0
CAN,2135,0
2135,CAN,0
CAN,2136,0
2136,CAN,0
CAN,2137,0
2137,CAN,0
CAN,2138,0
2138,CAN,0
CAN,2139,0
2139,CAN,0
CAN,2140,0
2140,CAN,0
CAN,2141,0
2141,CAN,0
CAN,2142,0
2142,CAN,0
CAN,2143,0
2143,CAN,0
CAN,2144,0
2144,CAN,0
CAN,2145,0
2145,CAN,0
CAN,2146,0
2146,CAN,0
CAN,2147,0
2147,CAN,0
CAN,2148,0
2148,CAN,0
CAN,2149,0
2149,CAN,0
CAN,2150,0
2150,CAN,0
CAN,2151,0
2151,CAN,0
CAN,2152,0
2152,CAN,0
CAN,2153,0
2153,CAN,0
CAN,2154,0
2154,CAN,0
CAN,2155,0
2155,CAN,0
CAN,2156,0
2156,CAN,0
CAN,2157,0
2157,CAN,0
CAN,2158,0
2158,CAN,0
CAN,2159,0
2159,CAN,0
CAN,2160,0
2160,CAN,0
CAN,2161,0
2161,CAN,0
CAN,2162,0
2162,CAN,0
CAN,2163,0
2163,CAN,0
CAN,2164,0
2164,CAN,0
CAN,2165,0
2165,CAN,0
CAN,2166,0
2166,CAN,0
CAN,2167,0
2167,CAN,0
CAN,2168,0
2168,CAN,0
CAN,2169,0
2169,CAN,0
CAN,2170,0
2170,CAN,0
CAN,2171,0
2171,CAN,0
CAN,2172,0
2172,CAN,0
CAN,2173,0
2173,CAN,0
CAN,2174,0
2174,CAN,0
CAN,2175,0
2175,CAN,0
CAN,2176,0
2176,CAN,0
CAN,2177,0
2177,CAN,0
CAN,2178,0
2178,CAN,0
CAN,2179,0
2179,CAN,0
CAN,2180,0
2180,CAN,0
CAN,2181,0
2181,CAN,0
CAN,2182,0
2182,CAN,0
CAN,2183,0
2183,CAN,0
CAN,2184,0
2184,CAN,0
CAN,2185,0
2185,CAN,0
CAN,2186,0
2186,CAN,0
CAN,2187,0
2187,CAN,0
CAN,2188,0
2188,CAN,0
CAN,2189,0
2189,CAN,0
CAN,2190,0
2190,CAN,0
CAN,2191,0
2191,CAN,0
CAN,2192,0
2192,CAN,0
CAN,2193,0
2193,CAN,0
CAN,2194,0
2194,CAN,0
CAN,2195,0
2195,CAN,0
CAN,2196,0
2196,CAN,0
CAN,2197,0
2197,CAN,0
CAN,2198,0
2198,CAN,0
CAN,2199,0
2199,CAN,0
CAN,2200,0
2200,CAN,0
CAN,2201,0
2201,CAN,0
CAN,2202,0
2202,CAN,0
CAN,2203,0
2203,CAN,0
CAN,2204,0
2204,CAN,0
CAN,2205,0
2205,CAN,0
CAN,2206,0
2206,CAN,0
CAN,2207,0
2207,CAN,0
CAN,2208,0
2208,CAN,0
CAN,2209,0
2209,CAN,0
CAN,2210,0
2210,CAN,0
CAN,2211,0
2211,CAN,0
CAN,2212,0
2212,CAN,0
CAN,2213,0
2213,CAN,0
CAN,2214,0
2214,CAN,0
CAN,2215,0
2215,CAN,0
CAN,2216,0
2216,CAN,0
CAN,2217,0
2217,CAN,0
CAN,2218,0
2218,CAN,0
CAN,2219,0
2219,CAN,0
CAN,2220,0
2220,CAN,0
CAN,2221,0
2221,CAN,0
CAN,2222,0
2222,CAN,0
CAN,2223,0
2223,CAN,0
CAN,2224,0
2224,CAN,0
CAN,2225,0
2225,CAN,0
CAN,2226,0
2226,CAN,0
CAN,2227,0
2227,CAN,0
CAN,2228,0
2228,CAN,0
CAN,2229,0
2229,CAN,0
CAN,2230,0
2230,CAN,0
CAN,2231,0
2231,CAN,0
CAN,2232,0
2232,CAN,0
CAN,2233,0
2233,CAN,0
CAN,2234,0
2234,CAN,0
CAN,2235,0
2235,CAN,0
CAN,2236,0
2236,CAN,0
CAN,2237,0
2237,CAN,0
CAN,2238,0
2238,CAN,0
CAN,2239,0
2239,CAN,0
CAN,2240,0
2240,CAN,0
CAN,2241,0
2241,CAN,0
CAN,2242,0
2242,CAN,0
CAN,2243,0
2243,CAN,0
CAN,2244,0
2244,CAN,0
CAN,2245,0
2245,CAN,0
CAN,2246,0
2246,CAN,0
CAN,2247,0
2247,CAN,0
CAN,2248,0
2248,CAN,0
CAN,2249,0
2249,CAN,0
CAN,2250,0
2250,CAN,0
CAN,2251,0
2251,CAN,0
CAN,2252,0
2252,CAN,0
CAN,2253,0
2253,CAN,0
CAN,2254,0
2254,CAN,0
CAN,2255,0
2255,CAN,0
CAN,2256,0
2256,CAN,0
CAN,2257,0
2257,CAN,0
CAN,2258,0
2258,CAN,0
CAN,2259,0
2259,CAN,0
CAN,2260,0
2260,CAN,0
CAN,2261,0
2261,CAN,0
CAN,2262,0
2262,CAN,0
CAN,2263,0
2263,CAN,0
CAN,2264,0
2264,CAN,0
CAN,2265,0
2265,CAN,0
CAN,2266,0
2266,CAN,0
CAN,2267,0
2267,CAN,0
CAN,2268,0
2268,CAN,0
CAN,2269,0
2269,CAN,0
CAN,2270,0
2270,CAN,0
CAN,2271,0
2271,CAN,0
CAN,2272,0
2272,CAN,0
CAN,2273,0
2273,CAN,0
CAN,2274,0
2274,CAN,0
CAN,2275,0
2275,CAN,0
CAN,2276,0
2276,CAN,0
CAN,2277,0
2277,CAN,0
CAN,2278,0
2278,CAN,0
CAN,2279,0
2279,CAN,0
CAN,2280,0
2280,CAN,0
CAN,2281,0
2281,CAN,0
CAN,2282,0
2282,CAN,0
CAN,2283,0
2283,CAN,0
CAN,2284,0
2284,CAN,0
CAN,2285,0
2285,CAN,0
CAN,2286,0
2286,CAN,0
CAN,2287,0
2287,CAN,0
CAN,2288,0
2288,CAN,0
CAN,2289,0
2289,CAN,0
CAN,2290,0
2290,CAN,0
CAN,2291,0
2291,CAN,0
CAN,2292,0
2292,CAN,0
CAN,2293,0
2293,CAN,0
CAN,2294,0
2294,CAN,0
CAN,2295,0
2295,CAN,0
CAN,2296,0
2296,CAN,0
CAN,2297,0
2297,CAN,0
CAN,2298,0
2298,CAN,0
CAN,2299,0
2299,CAN,0
CAN,2300,0
2300,CAN,0
CAN,2301,0
2301,CAN,0
CAN,2302,0
2302,CAN,0
CAN,2303,0
2303,CAN,0
CAN,2304,0
2304,CAN,0
CAN,2305,0
2305,CAN,0
CAN,2306,0
2306,CAN,0
CAN,2307,0
2307,CAN,0
CAN,2308,0
2308,CAN,0
CAN,2309,0
2309,CAN,0
CAN,2310,0
2310,CAN,0
CAN,2311,0
2311,CAN,0
CAN,2312,0
2312,CAN,0
CAN,2313,0
2313,CAN,0
CAN,2314,0
2314,CAN,0
CAN,2315,0
2315,CAN,0
CAN,2316,0
2316,CAN,0
CAN,2317,0
2317,CAN,0
CAN,2318,0
2318,CAN,0
CAN,2319,0
2319,CAN,0
CAN,2320,0
2320,CAN,0
CAN,2321,0
2321,CAN,0
CAN,2322,0
2322,CAN,0
CAN,2323,0
2323,CAN,0
CAN,2324,0
2324,CAN,0
CAN,2325,0
2325,CAN,0
CAN,2326,0
2326,CAN,0
CAN,2327,0
2327,CAN,0
CAN,2328,0
2328,CAN,0
CAN,2329,0
2329,CAN,0
CAN,2330,0
2330,CAN,0
CAN,2331,0
2331,CAN,0
CAN,2332,0
2332,CAN,0
CAN,2333,0
2333,CAN,0
CAN,2334,0
2334,CAN,0
CAN,2335,0
2335,CAN,0
CAN,2336,0
2336,CAN,0
CAN,2337,0
2337,CAN,0
CAN,2338,0
2338,CAN,0
CAN,2339,0
2339,CAN,0
CAN,2340,0
2340,CAN,0
CAN,2341,0
2341,CAN,0
CAN,2342,0
2342,CAN,0
CAN,2343,0
2343,CAN,0
CAN,2344,0
2344,CAN,0
CAN,2345,0
2345,CAN,0
CAN,2346,0
2346,CAN,0
CAN,2347,0
2347,CAN,0
CAN,2348,0
2348,CAN,0
CAN,2349,0
2349,CAN,0
CAN,2350,0
2350,CAN,0
CAN,2351,0
2351,CAN,0
CAN,2352,0
2352,CAN,0
CAN,2353,0
2353,CAN,0
CAN,2354,0
2354,CAN,0
CAN,2355,0
2355,CAN,0
CAN,2356,0
2356,CAN,0
CAN,2357,0
2357,CAN,0
CAN,2358,0
2358,CAN,0
CAN,2359,0
2359,CAN,0
CAN,2360,0
2360,CAN,0
CAN,2361,0
2361,CAN,0
CAN,2362,0
2362,CAN,0
CAN,2363,0
2363,CAN,0
CAN,2364,0
2364,CAN,0
CAN,2365,0
2365,CAN,0
CAN,2366,0
2366,CAN,0
CAN,2367,0
2367,CAN,0
CAN,2368,0
2368,CAN,0
CAN,2369,0
2369,CAN,0
CAN,2370,0
2370,CAN,0
CAN,2371,0
2371,CAN,0
CAN,2372,0
2372,CAN,0
CAN,2373,0
2373,CAN,0
CAN,2374,0
2374,CAN,0
CAN,2375,0
2375,CAN,0
CAN,2376,0
2376,CAN,0
CAN,2377,0
2377,CAN,0
CAN,2378,0
2378,CAN,0
CAN,2379,0
2379,CAN,0
CAN,2380,0
2380,CAN,0
CAN,2381,0
2381,CAN,0
CAN,2382,0
2382,CAN,0
CAN,2383,0
2383,CAN,0
CAN,2384,0
2384,CAN,0
CAN,2385,0
2385,CAN,0
CAN,2386,0
2386,CAN,0
CAN,2387,0
2387,CAN,0
CAN,2388,0
2388,CAN,0
CAN,2389,0
2389,CAN,0
CAN,2390,0
2390,CAN,0
CAN,2391,0
2391,CAN,0
CAN,2392,0
2392,CAN,0
CAN,2393,0
2393,CAN,0
CAN,2394,0
2394,CAN,0
CAN,2395,0
2395,CAN,0
CAN,2396,0
2396,CAN,0
CAN,2397,0
2397,CAN,0
CAN,2398,0
2398,CAN,0
CAN,2399,0
2399,CAN,0
CAN,2400,0
2400,CAN,0
CAN,2401,0
2401,CAN,0
CAN,2402,0
2402,CAN,0
CAN,2403,0
2403,CAN,0
CAN,2404,0
2404,CAN,0
CAN,2405,0
2405,CAN,0
CAN,2406,0
2406,CAN,0
CAN,2407,0
2407,CAN,0
CAN,2408,0
2408,CAN,0
CAN,2409,0
2409,CAN,0
CAN,2410,0
2410,CAN,0
CAN,2411,0
2411,CAN,0
CAN,2412,0
2412,CAN,0
CAN,2413,0
2413,CAN,0
CAN,2414,0
2414,CAN,0
CAN,2415,0
2415,CAN,0
CAN,2416,0
2416,CAN,0
CAN,2417,0
2417,CAN,0
CAN,2418,0
2418,CAN,0
CAN,2419,0
2419,CAN,0
CAN,2420,0
2420,CAN,0
CAN,2421,0
2421,CAN,0
CAN,2422,0
2422,CAN,0
CAN,2423,0
2423,CAN,0
CAN,2424,0
2424,CAN,0
CAN,2425,0
2425,CAN,0
CAN,2426,0
2426,CAN,0
CAN,2427,0
2427,CAN,0
CAN,2428,0
2428,CAN,0
CAN,2429,0
2429,CAN,0
CAN,2430,0
2430,CAN,0
CAN,2431,0
2431,CAN,0
CAN,2432,0
2432,CAN,0
CAN,2433,0
2433,CAN,0
CAN,2434,0
2434,CAN,0
CAN,2435,0
2435,CAN,0
CAN,2436,0
2436,CAN,0
CAN,2437,0
2437,CAN,0
CAN,2438,0
2438,CAN,0
CAN,2439,0
2439,CAN,0
CAN,2440,0
2440,CAN,0
CAN,2441,0
2441,CAN,0
CAN,2442,0
2442,CAN,0
CAN,2443,0
2443,CAN,0
CAN,2444,0
2444,CAN,0
CAN,2445,0
2445,CAN,0
CAN,2446,0
2446,CAN,0
CAN,2447,0
2447,CAN,0
CAN,2448,0
2448,CAN,0
CAN,2449,0
2449,CAN,0
CAN,2450,0
2450,CAN,0
CAN,2451,0
2451,CAN,0
CAN,2452,0
2452,CAN,0
CAN,2453,0
2453,CAN,0
CAN,2454,0
2454,CAN,0
CAN,2455,0
2455,CAN,0
CAN,2456,0
2456,CAN,0
CAN,2457,0
2457,CAN,0
CAN,2458,0
2458,CAN,0
CAN,2459,0
2459,CAN,0
CAN,2460,0
2460,CAN,0
CAN,2461,0
2461,CAN,0
CAN,2462,0
2462,CAN,0
CAN,2463,0
2463,CAN,0
CAN,2464,0
2464,CAN,0
CAN,2465,0
2465,CAN,0
CAN,2466,0
2466,CAN,0
CAN,2467,0
2467,CAN,0
CAN,2468,0
2468,CAN,0
CAN,2469,0
2469,CAN,0
CAN,2470,0
2470,CAN,0
CAN,2471,0
2471,CAN,0
CAN,2472,0
2472,CAN,0
CAN,2473,0
2473,CAN,0
CAN,2474,0
2474,CAN,0
CAN,2475,0
2475,CAN,0
CAN,2476,0
2476,CAN,0
CAN,2477,0
2477,CAN,0
CAN,2478,0
2478,CAN,0
CAN,2479,0
2479,CAN,0
CAN,2480,0
2480,CAN,0
CAN,2481,0
2481,CAN,0
CAN,2482,0
2482,CAN,0
CAN,2483,0
2483,CAN,0
CAN,2484,0
2484,CAN,0
CAN,2485,0
2485,CAN,0
CAN,2486,0
2486,CAN,0
CAN,2487,0
2487,CAN,0
CAN,2488,0
2488,CAN,0
CAN,2489,0
2489,CAN,0
CAN,2490,0
2490,CAN,0
CAN,2491,0
2491,CAN,0
CAN,2492,0
2492,CAN,0
CAN,2493,0
2493,CAN,0
CAN,2494,0
2494,CAN,0
CAN,2495,0
2495,CAN,0
CAN,2496,0
2496,CAN,0
CAN,2497,0
2497,CAN,0
CAN,2498,0
2498,CAN,0
CAN,2499,0
2499,CAN,0
CAN,2500,0
2500,CAN,0
CAN,2501,0
2501,CAN,0
CAN,2502,0
2502,CAN,0
CAN,2503,0
2503,CAN,0
CAN,2504,0
2504,CAN,0
CAN,2505,0
2505,CAN,0
CAN,2506,0
2506,CAN,0
CAN,2507,0
2507,CAN,0
