Timestep,Region,ch4em
2739,USA,113
USA,2740,113
2740,USA,113
USA,2741,113
2741,USA,113
USA,2742,113
2742,USA,113
USA,2743,113
2743,USA,113
USA,2744,113
2744,USA,113
USA,2745,113
2745,USA,113
USA,2746,113
2746,USA,113
USA,2747,113
2747,USA,113
USA,2748,113
2748,USA,113
USA,2749,113
2749,USA,113
USA,2750,113
2750,USA,113
USA,2751,113
2751,USA,113
USA,2752,113
2752,USA,113
USA,2753,113
2753,USA,113
USA,2754,113
2754,USA,113
USA,2755,113
2755,USA,113
USA,2756,113
2756,USA,113
USA,2757,113
2757,USA,113
USA,2758,113
2758,USA,113
USA,2759,113
2759,USA,113
USA,2760,113
2760,USA,113
USA,2761,113
2761,USA,113
USA,2762,113
2762,USA,113
USA,2763,113
2763,USA,113
USA,2764,113
2764,USA,113
USA,2765,113
2765,USA,113
USA,2766,113
2766,USA,113
USA,2767,113
2767,USA,113
USA,2768,113
2768,USA,113
USA,2769,113
2769,USA,113
USA,2770,113
2770,USA,113
USA,2771,113
2771,USA,113
USA,2772,113
2772,USA,113
USA,2773,113
2773,USA,113
USA,2774,113
2774,USA,113
USA,2775,113
2775,USA,113
USA,2776,113
2776,USA,113
USA,2777,113
2777,USA,113
USA,2778,113
2778,USA,113
USA,2779,113
2779,USA,113
USA,2780,113
2780,USA,113
USA,2781,113
2781,USA,113
USA,2782,113
2782,USA,113
USA,2783,113
2783,USA,113
USA,2784,113
2784,USA,113
USA,2785,113
2785,USA,113
USA,2786,113
2786,USA,113
USA,2787,113
2787,USA,113
USA,2788,113
2788,USA,113
USA,2789,113
2789,USA,113
USA,2790,113
2790,USA,113
USA,2791,113
2791,USA,113
USA,2792,113
2792,USA,113
USA,2793,113
2793,USA,113
USA,2794,113
2794,USA,113
USA,2795,113
2795,USA,113
USA,2796,113
2796,USA,113
USA,2797,113
2797,USA,113
USA,2798,113
2798,USA,113
USA,2799,113
2799,USA,113
USA,2800,113
2800,USA,113
USA,2801,113
2801,USA,113
USA,2802,113
2802,USA,113
USA,2803,113
2803,USA,113
USA,2804,113
2804,USA,113
USA,2805,113
2805,USA,113
USA,2806,113
2806,USA,113
USA,2807,113
2807,USA,113
USA,2808,113
2808,USA,113
USA,2809,113
2809,USA,113
USA,2810,113
2810,USA,113
USA,2811,113
2811,USA,113
USA,2812,113
2812,USA,113
USA,2813,113
2813,USA,113
USA,2814,113
2814,USA,113
USA,2815,113
2815,USA,113
USA,2816,113
2816,USA,113
USA,2817,113
2817,USA,113
USA,2818,113
2818,USA,113
USA,2819,113
2819,USA,113
USA,2820,113
2820,USA,113
USA,2821,113
2821,USA,113
USA,2822,113
2822,USA,113
USA,2823,113
2823,USA,113
USA,2824,113
2824,USA,113
USA,2825,113
2825,USA,113
USA,2826,113
2826,USA,113
USA,2827,113
2827,USA,113
USA,2828,113
2828,USA,113
USA,2829,113
2829,USA,113
USA,2830,113
2830,USA,113
USA,2831,113
2831,USA,113
USA,2832,113
2832,USA,113
USA,2833,113
2833,USA,113
USA,2834,113
2834,USA,113
USA,2835,113
2835,USA,113
USA,2836,113
2836,USA,113
USA,2837,113
2837,USA,113
USA,2838,113
2838,USA,113
USA,2839,113
2839,USA,113
USA,2840,113
2840,USA,113
USA,2841,113
2841,USA,113
USA,2842,113
2842,USA,113
USA,2843,113
2843,USA,113
USA,2844,113
2844,USA,113
USA,2845,113
2845,USA,113
USA,2846,113
2846,USA,113
USA,2847,113
2847,USA,113
USA,2848,113
2848,USA,113
USA,2849,113
2849,USA,113
USA,2850,113
2850,USA,113
USA,2851,113
2851,USA,113
USA,2852,113
2852,USA,113
USA,2853,113
2853,USA,113
USA,2854,113
2854,USA,113
USA,2855,113
2855,USA,113
USA,2856,113
2856,USA,113
USA,2857,113
2857,USA,113
USA,2858,113
2858,USA,113
USA,2859,113
2859,USA,113
USA,2860,113
2860,USA,113
USA,2861,113
2861,USA,113
USA,2862,113
2862,USA,113
USA,2863,113
2863,USA,113
USA,2864,113
2864,USA,113
USA,2865,113
2865,USA,113
USA,2866,113
2866,USA,113
USA,2867,113
2867,USA,113
USA,2868,113
2868,USA,113
USA,2869,113
2869,USA,113
USA,2870,113
2870,USA,113
USA,2871,113
2871,USA,113
USA,2872,113
2872,USA,113
USA,2873,113
2873,USA,113
USA,2874,113
2874,USA,113
USA,2875,113
2875,USA,113
USA,2876,113
2876,USA,113
USA,2877,113
2877,USA,113
USA,2878,113
2878,USA,113
USA,2879,113
2879,USA,113
USA,2880,113
2880,USA,113
USA,2881,113
2881,USA,113
USA,2882,113
2882,USA,113
USA,2883,113
2883,USA,113
USA,2884,113
2884,USA,113
USA,2885,113
2885,USA,113
USA,2886,113
2886,USA,113
USA,2887,113
2887,USA,113
USA,2888,113
2888,USA,113
USA,2889,113
2889,USA,113
USA,2890,113
2890,USA,113
USA,2891,113
2891,USA,113
USA,2892,113
2892,USA,113
USA,2893,113
2893,USA,113
USA,2894,113
2894,USA,113
USA,2895,113
2895,USA,113
USA,2896,113
2896,USA,113
USA,2897,113
2897,USA,113
USA,2898,113
2898,USA,113
USA,2899,113
2899,USA,113
USA,2900,113
2900,USA,113
USA,2901,113
2901,USA,113
USA,2902,113
2902,USA,113
USA,2903,113
2903,USA,113
USA,2904,113
2904,USA,113
USA,2905,113
2905,USA,113
USA,2906,113
2906,USA,113
USA,2907,113
2907,USA,113
USA,2908,113
2908,USA,113
USA,2909,113
2909,USA,113
USA,2910,113
2910,USA,113
USA,2911,113
2911,USA,113
USA,2912,113
2912,USA,113
USA,2913,113
2913,USA,113
USA,2914,113
2914,USA,113
USA,2915,113
2915,USA,113
USA,2916,113
2916,USA,113
USA,2917,113
2917,USA,113
USA,2918,113
2918,USA,113
USA,2919,113
2919,USA,113
USA,2920,113
2920,USA,113
USA,2921,113
2921,USA,113
USA,2922,113
2922,USA,113
USA,2923,113
2923,USA,113
USA,2924,113
2924,USA,113
USA,2925,113
2925,USA,113
USA,2926,113
2926,USA,113
USA,2927,113
2927,USA,113
USA,2928,113
2928,USA,113
USA,2929,113
2929,USA,113
USA,2930,113
2930,USA,113
USA,2931,113
2931,USA,113
USA,2932,113
2932,USA,113
USA,2933,113
2933,USA,113
USA,2934,113
2934,USA,113
USA,2935,113
2935,USA,113
USA,2936,113
2936,USA,113
USA,2937,113
2937,USA,113
USA,2938,113
2938,USA,113
USA,2939,113
2939,USA,113
USA,2940,113
2940,USA,113
USA,2941,113
2941,USA,113
USA,2942,113
2942,USA,113
USA,2943,113
2943,USA,113
USA,2944,113
2944,USA,113
USA,2945,113
2945,USA,113
USA,2946,113
2946,USA,113
USA,2947,113
2947,USA,113
USA,2948,113
2948,USA,113
USA,2949,113
2949,USA,113
USA,2950,113
2950,USA,113
USA,2951,113
2951,USA,113
USA,2952,113
2952,USA,113
USA,2953,113
2953,USA,113
USA,2954,113
2954,USA,113
USA,2955,113
2955,USA,113
USA,2956,113
2956,USA,113
USA,2957,113
2957,USA,113
USA,2958,113
2958,USA,113
USA,2959,113
2959,USA,113
USA,2960,113
2960,USA,113
USA,2961,113
2961,USA,113
USA,2962,113
2962,USA,113
USA,2963,113
2963,USA,113
USA,2964,113
2964,USA,113
USA,2965,113
2965,USA,113
USA,2966,113
2966,USA,113
USA,2967,113
2967,USA,113
USA,2968,113
2968,USA,113
USA,2969,113
2969,USA,113
USA,2970,113
2970,USA,113
USA,2971,113
2971,USA,113
USA,2972,113
2972,USA,113
USA,2973,113
2973,USA,113
USA,2974,113
2974,USA,113
USA,2975,113
2975,USA,113
USA,2976,113
2976,USA,113
USA,2977,113
2977,USA,113
USA,2978,113
2978,USA,113
USA,2979,113
2979,USA,113
USA,2980,113
2980,USA,113
USA,2981,113
2981,USA,113
USA,2982,113
2982,USA,113
USA,2983,113
2983,USA,113
USA,2984,113
2984,USA,113
USA,2985,113
2985,USA,113
USA,2986,113
2986,USA,113
USA,2987,113
2987,USA,113
USA,2988,113
2988,USA,113
USA,2989,113
2989,USA,113
USA,2990,113
2990,USA,113
USA,2991,113
2991,USA,113
USA,2992,113
2992,USA,113
USA,2993,113
2993,USA,113
USA,2994,113
2994,USA,113
USA,2995,113
2995,USA,113
USA,2996,113
2996,USA,113
USA,2997,113
2997,USA,113
USA,2998,113
2998,USA,113
USA,2999,113
2999,USA,113
USA,3000,113
3000,USA,113
CAN,1950,2.3
1950,CAN,2.3
CAN,1951,2.4
1951,CAN,2.4
CAN,1952,2.4
1952,CAN,2.4
CAN,1953,2.4
1953,CAN,2.4
CAN,1954,2.4
1954,CAN,2.4
CAN,1955,2.4
1955,CAN,2.4
CAN,1956,2.5
1956,CAN,2.5
CAN,1957,2.5
1957,CAN,2.5
CAN,1958,2.5
1958,CAN,2.5
CAN,1959,2.5
1959,CAN,2.5
CAN,1960,3
1960,CAN,3
CAN,1961,3
1961,CAN,3
CAN,1962,3.1
1962,CAN,3.1
CAN,1963,3.2
1963,CAN,3.2
CAN,1964,3.2
1964,CAN,3.2
CAN,1965,3.3
1965,CAN,3.3
CAN,1966,3.3
1966,CAN,3.3
CAN,1967,3.4
1967,CAN,3.4
CAN,1968,3.5
1968,CAN,3.5
CAN,1969,3.5
1969,CAN,3.5
CAN,1970,3.6
1970,CAN,3.6
CAN,1971,3.6
1971,CAN,3.6
CAN,1972,3.7
1972,CAN,3.7
CAN,1973,3.7
1973,CAN,3.7
CAN,1974,3.8
1974,CAN,3.8
CAN,1975,3.9
1975,CAN,3.9
CAN,1976,3.9
1976,CAN,3.9
CAN,1977,4
1977,CAN,4
CAN,1978,4
1978,CAN,4
CAN,1979,4.1
1979,CAN,4.1
CAN,1980,4.2
1980,CAN,4.2
CAN,1981,4.2
1981,CAN,4.2
CAN,1982,4.3
1982,CAN,4.3
CAN,1983,4.4
1983,CAN,4.4
CAN,1984,4.4
1984,CAN,4.4
CAN,1985,4.5
1985,CAN,4.5
CAN,1986,4.5
1986,CAN,4.5
CAN,1987,4.6
1987,CAN,4.6
CAN,1988,4.7
1988,CAN,4.7
CAN,1989,4.7
1989,CAN,4.7
CAN,1990,4.8
1990,CAN,4.8
CAN,1991,4.7
1991,CAN,4.7
CAN,1992,4.6
1992,CAN,4.6
CAN,1993,4.5
1993,CAN,4.5
CAN,1994,4.5
1994,CAN,4.5
CAN,1995,4.4
1995,CAN,4.4
CAN,1996,4.3
1996,CAN,4.3
CAN,1997,4.2
1997,CAN,4.2
CAN,1998,4.1
1998,CAN,4.1
CAN,1999,4
1999,CAN,4
CAN,2000,3.9
2000,CAN,3.9
CAN,2001,4
2001,CAN,4
CAN,2002,4.1
2002,CAN,4.1
CAN,2003,4.2
2003,CAN,4.2
CAN,2004,4.3
2004,CAN,4.3
CAN,2005,4.3
2005,CAN,4.3
CAN,2006,4.4
2006,CAN,4.4
CAN,2007,4.6
2007,CAN,4.6
CAN,2008,4.7
2008,CAN,4.7
CAN,2009,4.8
2009,CAN,4.8
CAN,2010,5
2010,CAN,5
CAN,2011,5.1
2011,CAN,5.1
CAN,2012,5.3
2012,CAN,5.3
CAN,2013,5.4
2013,CAN,5.4
CAN,2014,5.6
2014,CAN,5.6
CAN,2015,5.8
2015,CAN,5.8
CAN,2016,5.9
2016,CAN,5.9
CAN,2017,6
2017,CAN,6
CAN,2018,6.1
2018,CAN,6.1
CAN,2019,6.2
2019,CAN,6.2
CAN,2020,6.4
2020,CAN,6.4
CAN,2021,6.5
2021,CAN,6.5
CAN,2022,6.5
2022,CAN,6.5
CAN,2023,6.6
2023,CAN,6.6
CAN,2024,6.6
2024,CAN,6.6
CAN,2025,6.6
2025,CAN,6.6
CAN,2026,6.7
2026,CAN,6.7
CAN,2027,6.6
2027,CAN,6.6
CAN,2028,6.4
2028,CAN,6.4
CAN,2029,6.3
2029,CAN,6.3
CAN,2030,6
2030,CAN,6
CAN,2031,6.1
2031,CAN,6.1
CAN,2032,6
2032,CAN,6
CAN,2033,5.9
2033,CAN,5.9
CAN,2034,5.8
2034,CAN,5.8
CAN,2035,5.5
2035,CAN,5.5
CAN,2036,5.6
2036,CAN,5.6
CAN,2037,5.6
2037,CAN,5.6
CAN,2038,5.6
2038,CAN,5.6
CAN,2039,5.5
2039,CAN,5.5
CAN,2040,5.4
2040,CAN,5.4
CAN,2041,5.5
2041,CAN,5.5
CAN,2042,5.6
2042,CAN,5.6
CAN,2043,5.7
2043,CAN,5.7
CAN,2044,5.7
2044,CAN,5.7
CAN,2045,5.8
2045,CAN,5.8
CAN,2046,5.9
2046,CAN,5.9
CAN,2047,6
2047,CAN,6
CAN,2048,6.1
2048,CAN,6.1
CAN,2049,6.2
2049,CAN,6.2
CAN,2050,6.4
2050,CAN,6.4
CAN,2051,6.4
2051,CAN,6.4
CAN,2052,6.5
2052,CAN,6.5
CAN,2053,6.6
2053,CAN,6.6
CAN,2054,6.7
2054,CAN,6.7
CAN,2055,6.7
2055,CAN,6.7
CAN,2056,6.8
2056,CAN,6.8
CAN,2057,6.9
2057,CAN,6.9
CAN,2058,6.9
2058,CAN,6.9
CAN,2059,7
2059,CAN,7
CAN,2060,7
2060,CAN,7
CAN,2061,7
2061,CAN,7
CAN,2062,7.1
2062,CAN,7.1
CAN,2063,7.1
2063,CAN,7.1
CAN,2064,7.1
2064,CAN,7.1
CAN,2065,7.1
2065,CAN,7.1
CAN,2066,7.2
2066,CAN,7.2
CAN,2067,7.2
2067,CAN,7.2
CAN,2068,7.3
2068,CAN,7.3
CAN,2069,7.3
2069,CAN,7.3
CAN,2070,7.3
2070,CAN,7.3
CAN,2071,7.4
2071,CAN,7.4
CAN,2072,7.4
2072,CAN,7.4
CAN,2073,7.4
2073,CAN,7.4
CAN,2074,7.4
2074,CAN,7.4
CAN,2075,7.4
2075,CAN,7.4
CAN,2076,7.5
2076,CAN,7.5
CAN,2077,7.6
2077,CAN,7.6
CAN,2078,7.7
2078,CAN,7.7
CAN,2079,7.8
2079,CAN,7.8
CAN,2080,7.9
2080,CAN,7.9
CAN,2081,8
2081,CAN,8
CAN,2082,8.1
2082,CAN,8.1
CAN,2083,8.2
2083,CAN,8.2
CAN,2084,8.3
2084,CAN,8.3
CAN,2085,8.4
2085,CAN,8.4
CAN,2086,8.5
2086,CAN,8.5
CAN,2087,8.6
2087,CAN,8.6
CAN,2088,8.7
2088,CAN,8.7
CAN,2089,8.8
2089,CAN,8.8
CAN,2090,8.9
2090,CAN,8.9
CAN,2091,9
2091,CAN,9
CAN,2092,9.1
2092,CAN,9.1
CAN,2093,9.2
2093,CAN,9.2
CAN,2094,9.3
2094,CAN,9.3
CAN,2095,9.4
2095,CAN,9.4
CAN,2096,9.5
2096,CAN,9.5
CAN,2097,9.6
2097,CAN,9.6
CAN,2098,9.7
2098,CAN,9.7
CAN,2099,9.9
2099,CAN,9.9
CAN,2100,10
2100,CAN,10
CAN,2101,10.1
2101,CAN,10.1
CAN,2102,10.1
2102,CAN,10.1
CAN,2103,10.2
2103,CAN,10.2
CAN,2104,10.2
2104,CAN,10.2
CAN,2105,10.2
2105,CAN,10.2
CAN,2106,10.3
2106,CAN,10.3
CAN,2107,10.3
2107,CAN,10.3
CAN,2108,10.4
2108,CAN,10.4
CAN,2109,10.4
2109,CAN,10.4
CAN,2110,10.5
2110,CAN,10.5
CAN,2111,10.5
2111,CAN,10.5
CAN,2112,10.5
2112,CAN,10.5
CAN,2113,10.6
2113,CAN,10.6
CAN,2114,10.6
2114,CAN,10.6
CAN,2115,10.7
2115,CAN,10.7
CAN,2116,10.7
2116,CAN,10.7
CAN,2117,10.8
2117,CAN,10.8
CAN,2118,10.8
2118,CAN,10.8
CAN,2119,10.8
2119,CAN,10.8
CAN,2120,10.9
2120,CAN,10.9
CAN,2121,10.9
2121,CAN,10.9
CAN,2122,11
2122,CAN,11
CAN,2123,11
2123,CAN,11
CAN,2124,11.1
2124,CAN,11.1
CAN,2125,11.1
2125,CAN,11.1
CAN,2126,11.1
2126,CAN,11.1
CAN,2127,11.2
2127,CAN,11.2
CAN,2128,11.2
2128,CAN,11.2
CAN,2129,11.3
2129,CAN,11.3
CAN,2130,11.3
2130,CAN,11.3
CAN,2131,11.4
2131,CAN,11.4
CAN,2132,11.4
2132,CAN,11.4
CAN,2133,11.4
2133,CAN,11.4
CAN,2134,11.5
2134,CAN,11.5
CAN,2135,11.5
2135,CAN,11.5
CAN,2136,11.6
2136,CAN,11.6
CAN,2137,11.6
2137,CAN,11.6
CAN,2138,11.6
2138,CAN,11.6
CAN,2139,11.7
2139,CAN,11.7
CAN,2140,11.7
2140,CAN,11.7
CAN,2141,11.8
2141,CAN,11.8
CAN,2142,11.8
2142,CAN,11.8
CAN,2143,11.9
2143,CAN,11.9
CAN,2144,11.9
2144,CAN,11.9
CAN,2145,11.9
2145,CAN,11.9
CAN,2146,12
2146,CAN,12
CAN,2147,12
2147,CAN,12
CAN,2148,12.1
2148,CAN,12.1
CAN,2149,12.1
2149,CAN,12.1
CAN,2150,12.2
2150,CAN,12.2
CAN,2151,12.2
2151,CAN,12.2
CAN,2152,12.2
2152,CAN,12.2
CAN,2153,12.3
2153,CAN,12.3
CAN,2154,12.3
2154,CAN,12.3
CAN,2155,12.4
2155,CAN,12.4
CAN,2156,12.4
2156,CAN,12.4
CAN,2157,12.5
2157,CAN,12.5
CAN,2158,12.5
2158,CAN,12.5
CAN,2159,12.5
2159,CAN,12.5
CAN,2160,12.6
2160,CAN,12.6
CAN,2161,12.6
2161,CAN,12.6
CAN,2162,12.7
2162,CAN,12.7
CAN,2163,12.7
2163,CAN,12.7
CAN,2164,12.8
2164,CAN,12.8
CAN,2165,12.8
2165,CAN,12.8
CAN,2166,12.8
2166,CAN,12.8
CAN,2167,12.9
2167,CAN,12.9
CAN,2168,12.9
2168,CAN,12.9
CAN,2169,13
2169,CAN,13
CAN,2170,13
2170,CAN,13
CAN,2171,13
2171,CAN,13
CAN,2172,13.1
2172,CAN,13.1
CAN,2173,13.1
2173,CAN,13.1
CAN,2174,13.2
2174,CAN,13.2
CAN,2175,13.2
2175,CAN,13.2
CAN,2176,13.3
2176,CAN,13.3
CAN,2177,13.3
2177,CAN,13.3
CAN,2178,13.3
2178,CAN,13.3
CAN,2179,13.4
2179,CAN,13.4
CAN,2180,13.4
2180,CAN,13.4
CAN,2181,13.5
2181,CAN,13.5
CAN,2182,13.5
2182,CAN,13.5
CAN,2183,13.6
2183,CAN,13.6
CAN,2184,13.6
2184,CAN,13.6
CAN,2185,13.6
2185,CAN,13.6
CAN,2186,13.7
2186,CAN,13.7
CAN,2187,13.7
2187,CAN,13.7
CAN,2188,13.8
2188,CAN,13.8
CAN,2189,13.8
2189,CAN,13.8
CAN,2190,13.9
2190,CAN,13.9
CAN,2191,13.9
2191,CAN,13.9
CAN,2192,13.9
2192,CAN,13.9
CAN,2193,14
2193,CAN,14
CAN,2194,14
2194,CAN,14
CAN,2195,14.1
2195,CAN,14.1
CAN,2196,14.1
2196,CAN,14.1
CAN,2197,14.2
2197,CAN,14.2
CAN,2198,14.2
2198,CAN,14.2
CAN,2199,14.2
2199,CAN,14.2
CAN,2200,14.3
2200,CAN,14.3
CAN,2201,14.4
2201,CAN,14.4
CAN,2202,14.4
2202,CAN,14.4
CAN,2203,14.5
2203,CAN,14.5
CAN,2204,14.5
2204,CAN,14.5
CAN,2205,14.6
2205,CAN,14.6
CAN,2206,14.7
2206,CAN,14.7
CAN,2207,14.7
2207,CAN,14.7
CAN,2208,14.8
2208,CAN,14.8
CAN,2209,14.9
2209,CAN,14.9
CAN,2210,14.9
2210,CAN,14.9
CAN,2211,15
2211,CAN,15
CAN,2212,15
2212,CAN,15
CAN,2213,15.1
2213,CAN,15.1
CAN,2214,15.2
2214,CAN,15.2
CAN,2215,15.2
2215,CAN,15.2
CAN,2216,15.3
2216,CAN,15.3
CAN,2217,15.3
2217,CAN,15.3
CAN,2218,15.4
2218,CAN,15.4
CAN,2219,15.5
2219,CAN,15.5
CAN,2220,15.5
2220,CAN,15.5
CAN,2221,15.6
2221,CAN,15.6
CAN,2222,15.7
2222,CAN,15.7
CAN,2223,15.7
2223,CAN,15.7
CAN,2224,15.8
2224,CAN,15.8
CAN,2225,15.8
2225,CAN,15.8
CAN,2226,15.9
2226,CAN,15.9
CAN,2227,16
2227,CAN,16
CAN,2228,16
2228,CAN,16
CAN,2229,16.1
2229,CAN,16.1
CAN,2230,16.1
2230,CAN,16.1
CAN,2231,16.2
2231,CAN,16.2
CAN,2232,16.3
2232,CAN,16.3
CAN,2233,16.3
2233,CAN,16.3
CAN,2234,16.4
2234,CAN,16.4
CAN,2235,16.5
2235,CAN,16.5
CAN,2236,16.5
2236,CAN,16.5
CAN,2237,16.6
2237,CAN,16.6
CAN,2238,16.6
2238,CAN,16.6
CAN,2239,16.7
2239,CAN,16.7
CAN,2240,16.8
2240,CAN,16.8
CAN,2241,16.8
2241,CAN,16.8
CAN,2242,16.9
2242,CAN,16.9
CAN,2243,16.9
2243,CAN,16.9
CAN,2244,17
2244,CAN,17
CAN,2245,17.1
2245,CAN,17.1
CAN,2246,17.1
2246,CAN,17.1
CAN,2247,17.2
2247,CAN,17.2
CAN,2248,17.3
2248,CAN,17.3
CAN,2249,17.3
2249,CAN,17.3
CAN,2250,17.4
2250,CAN,17.4
CAN,2251,17.4
2251,CAN,17.4
CAN,2252,17.5
2252,CAN,17.5
CAN,2253,17.6
2253,CAN,17.6
CAN,2254,17.6
2254,CAN,17.6
CAN,2255,17.7
2255,CAN,17.7
CAN,2256,17.7
2256,CAN,17.7
CAN,2257,17.8
2257,CAN,17.8
CAN,2258,17.9
2258,CAN,17.9
CAN,2259,17.9
2259,CAN,17.9
CAN,2260,18
2260,CAN,18
CAN,2261,18.1
2261,CAN,18.1
CAN,2262,18.1
2262,CAN,18.1
CAN,2263,18.2
2263,CAN,18.2
CAN,2264,18.2
2264,CAN,18.2
CAN,2265,18.3
2265,CAN,18.3
CAN,2266,18.4
2266,CAN,18.4
CAN,2267,18.4
2267,CAN,18.4
CAN,2268,18.5
2268,CAN,18.5
CAN,2269,18.5
2269,CAN,18.5
CAN,2270,18.6
2270,CAN,18.6
CAN,2271,18.7
2271,CAN,18.7
CAN,2272,18.7
2272,CAN,18.7
CAN,2273,18.8
2273,CAN,18.8
CAN,2274,18.9
2274,CAN,18.9
CAN,2275,18.9
2275,CAN,18.9
CAN,2276,19
2276,CAN,19
CAN,2277,19
2277,CAN,19
CAN,2278,19.1
2278,CAN,19.1
CAN,2279,19.2
2279,CAN,19.2
CAN,2280,19.2
2280,CAN,19.2
CAN,2281,19.3
2281,CAN,19.3
CAN,2282,19.3
2282,CAN,19.3
CAN,2283,19.4
2283,CAN,19.4
CAN,2284,19.5
2284,CAN,19.5
CAN,2285,19.5
2285,CAN,19.5
CAN,2286,19.6
2286,CAN,19.6
CAN,2287,19.6
2287,CAN,19.6
CAN,2288,19.7
2288,CAN,19.7
CAN,2289,19.8
2289,CAN,19.8
CAN,2290,19.8
2290,CAN,19.8
CAN,2291,19.9
2291,CAN,19.9
CAN,2292,20
2292,CAN,20
CAN,2293,20
2293,CAN,20
CAN,2294,20.1
2294,CAN,20.1
CAN,2295,20.1
2295,CAN,20.1
CAN,2296,20.2
2296,CAN,20.2
CAN,2297,20.3
2297,CAN,20.3
CAN,2298,20.3
2298,CAN,20.3
CAN,2299,20.4
2299,CAN,20.4
CAN,2300,20.4
2300,CAN,20.4
CAN,2301,20.4
2301,CAN,20.4
CAN,2302,20.4
2302,CAN,20.4
CAN,2303,20.4
2303,CAN,20.4
CAN,2304,20.4
2304,CAN,20.4
CAN,2305,20.4
2305,CAN,20.4
CAN,2306,20.4
2306,CAN,20.4
CAN,2307,20.4
2307,CAN,20.4
CAN,2308,20.4
2308,CAN,20.4
CAN,2309,20.4
2309,CAN,20.4
CAN,2310,20.4
2310,CAN,20.4
CAN,2311,20.4
2311,CAN,20.4
CAN,2312,20.4
2312,CAN,20.4
CAN,2313,20.4
2313,CAN,20.4
CAN,2314,20.4
2314,CAN,20.4
CAN,2315,20.4
2315,CAN,20.4
CAN,2316,20.4
2316,CAN,20.4
CAN,2317,20.4
2317,CAN,20.4
CAN,2318,20.4
2318,CAN,20.4
CAN,2319,20.4
2319,CAN,20.4
CAN,2320,20.4
2320,CAN,20.4
CAN,2321,20.4
2321,CAN,20.4
CAN,2322,20.4
2322,CAN,20.4
CAN,2323,20.4
2323,CAN,20.4
CAN,2324,20.4
2324,CAN,20.4
CAN,2325,20.4
2325,CAN,20.4
CAN,2326,20.4
2326,CAN,20.4
CAN,2327,20.4
2327,CAN,20.4
CAN,2328,20.4
2328,CAN,20.4
CAN,2329,20.4
2329,CAN,20.4
CAN,2330,20.4
2330,CAN,20.4
CAN,2331,20.4
2331,CAN,20.4
CAN,2332,20.4
2332,CAN,20.4
CAN,2333,20.4
2333,CAN,20.4
CAN,2334,20.4
2334,CAN,20.4
CAN,2335,20.4
2335,CAN,20.4
CAN,2336,20.4
2336,CAN,20.4
CAN,2337,20.4
2337,CAN,20.4
CAN,2338,20.4
2338,CAN,20.4
CAN,2339,20.4
2339,CAN,20.4
CAN,2340,20.4
2340,CAN,20.4
CAN,2341,20.4
2341,CAN,20.4
CAN,2342,20.4
2342,CAN,20.4
CAN,2343,20.4
2343,CAN,20.4
CAN,2344,20.4
2344,CAN,20.4
CAN,2345,20.4
2345,CAN,20.4
CAN,2346,20.4
2346,CAN,20.4
CAN,2347,20.4
2347,CAN,20.4
CAN,2348,20.4
2348,CAN,20.4
CAN,2349,20.4
2349,CAN,20.4
CAN,2350,20.4
2350,CAN,20.4
CAN,2351,20.4
2351,CAN,20.4
CAN,2352,20.4
2352,CAN,20.4
CAN,2353,20.4
2353,CAN,20.4
CAN,2354,20.4
2354,CAN,20.4
CAN,2355,20.4
2355,CAN,20.4
CAN,2356,20.4
2356,CAN,20.4
CAN,2357,20.4
2357,CAN,20.4
CAN,2358,20.4
2358,CAN,20.4
CAN,2359,20.4
2359,CAN,20.4
CAN,2360,20.4
2360,CAN,20.4
CAN,2361,20.4
2361,CAN,20.4
CAN,2362,20.4
2362,CAN,20.4
CAN,2363,20.4
2363,CAN,20.4
CAN,2364,20.4
2364,CAN,20.4
CAN,2365,20.4
2365,CAN,20.4
CAN,2366,20.4
2366,CAN,20.4
CAN,2367,20.4
2367,CAN,20.4
CAN,2368,20.4
2368,CAN,20.4
CAN,2369,20.4
2369,CAN,20.4
CAN,2370,20.4
2370,CAN,20.4
CAN,2371,20.4
2371,CAN,20.4
CAN,2372,20.4
2372,CAN,20.4
CAN,2373,20.4
2373,CAN,20.4
CAN,2374,20.4
2374,CAN,20.4
CAN,2375,20.4
2375,CAN,20.4
CAN,2376,20.4
2376,CAN,20.4
CAN,2377,20.4
2377,CAN,20.4
CAN,2378,20.4
2378,CAN,20.4
CAN,2379,20.4
2379,CAN,20.4
CAN,2380,20.4
2380,CAN,20.4
CAN,2381,20.4
2381,CAN,20.4
CAN,2382,20.4
2382,CAN,20.4
CAN,2383,20.4
2383,CAN,20.4
CAN,2384,20.4
2384,CAN,20.4
CAN,2385,20.4
2385,CAN,20.4
CAN,2386,20.4
2386,CAN,20.4
CAN,2387,20.4
2387,CAN,20.4
CAN,2388,20.4
2388,CAN,20.4
CAN,2389,20.4
2389,CAN,20.4
CAN,2390,20.4
2390,CAN,20.4
CAN,2391,20.4
2391,CAN,20.4
CAN,2392,20.4
2392,CAN,20.4
CAN,2393,20.4
2393,CAN,20.4
CAN,2394,20.4
2394,CAN,20.4
CAN,2395,20.4
2395,CAN,20.4
CAN,2396,20.4
2396,CAN,20.4
CAN,2397,20.4
2397,CAN,20.4
CAN,2398,20.4
2398,CAN,20.4
CAN,2399,20.4
2399,CAN,20.4
CAN,2400,20.4
2400,CAN,20.4
CAN,2401,20.4
2401,CAN,20.4
